OpenJPA 2,3,0 openjpa land;;;;;OpenJPA 2,4,1 openjpa land;;;;;diff;Diff (%)
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,selectIdentifier(org,apache,openjpa,jdbc,schema,Column[]);1;77827;;;org,apache,openjpa,jdbc,sql,SelectImpl,getParent();1;395;;0;-77432;-19603,0379746835
org,apache,openjpa,kernel,QueryImpl,setCandidateType(java,lang,Class,boolean);1;3161;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getResultClass(org,apache,openjpa,kernel,StoreQuery);1;1975;;0;-1186;-60,0506329114
org,apache,openjpa,jdbc,sql,SelectImpl,selectIdentifier(org,apache,openjpa,jdbc,schema,Column[],org,apache,openjpa,jdbc,sql,Joins);1;75852;;;org,apache,openjpa,kernel,QueryImpl,invalidateCompilation();1;395;;0;-75457;-19103,0379746835
org,apache,openjpa,persistence,criteria,RootImpl,getModel();1;395;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,selectIdentifier(org,apache,openjpa,jdbc,schema,Column[]);1;109432;;0;109037;99,6390452518
org,apache,openjpa,jdbc,kernel,JDBCStoreManager$RefCountConnection,close();1;113383;;;org,apache,openjpa,kernel,QueryImpl,setCandidateType(java,lang,Class,boolean);1;4346;;0;-109037;-2508,9047399908
org,apache,openjpa,kernel,QueryImpl,isDistinct();1;11852;;;org,apache,openjpa,jdbc,sql,SelectImpl,selectIdentifier(org,apache,openjpa,jdbc,schema,Column[],org,apache,openjpa,jdbc,sql,Joins);1;105482;;0;93630;88,7639597277
org,apache,openjpa,jdbc,sql,SelectImpl,isDistinct();1;395;;;org,apache,openjpa,persistence,criteria,RootImpl,getModel();1;395;;0;0;0
org,apache,openjpa,jdbc,sql,DBDictionary,toOperation(java,lang,String,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,boolean,long,long,java,lang,String,boolean,boolean);1;5531;;;org,apache,openjpa,jdbc,kernel,JDBCStoreManager$RefCountConnection,close();1;93630;;0;88099;94,0927053295
org,apache,openjpa,jdbc,kernel,exps,SelectConstructor,buildWhere(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,jdbc,kernel,exps,ExpState,org,apache,openjpa,kernel,exps,Expression);1;8691;;;org,apache,openjpa,kernel,QueryImpl,isDistinct();1;11062;;0;2371;21,4337371181
org,apache,openjpa,jdbc,sql,SelectImpl,addEagerResults(org,apache,openjpa,jdbc,sql,SelectImpl$SelectResult,org,apache,openjpa,jdbc,sql,SelectImpl,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;0;;;org,apache,openjpa,jdbc,sql,SelectImpl,isDistinct();1;0;;0;0;#VALEUR !
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,render(java,lang,StringBuilder,java,util,Set,java,util,List);1;45828;;;org,apache,openjpa,jdbc,sql,DBDictionary,toOperation(java,lang,String,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,boolean,long,long,java,lang,String,boolean,boolean);1;11061;;0;-34767;-314,3205858421
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,access$800(org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,long);1;9087;;;org,apache,openjpa,jdbc,kernel,exps,SelectConstructor,buildWhere(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,jdbc,kernel,exps,ExpState,org,apache,openjpa,kernel,exps,Expression);1;11852;;0;2765;23,3293958826
org,apache,openjpa,kernel,FetchConfigurationImpl,copy(org,apache,openjpa,kernel,FetchConfiguration);1;57284;;;org,apache,openjpa,jdbc,sql,SelectImpl,addEagerResults(org,apache,openjpa,jdbc,sql,SelectImpl$SelectResult,org,apache,openjpa,jdbc,sql,SelectImpl,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;395;;0;-56889;-14402,2784810127
org,apache,openjpa,jdbc,kernel,SelectResultObjectProvider,close();1;207012;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,render(java,lang,StringBuilder,java,util,Set,java,util,List);1;49383;;0;-157629;-319,1968896179
org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,cache(org,apache,openjpa,kernel,PreparedQuery);1;16593;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,access$800(org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,long);1;3556;;0;-13037;-366,6197975253
org,apache,openjpa,kernel,FetchConfigurationImpl,setQueryCacheEnabled(boolean);1;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,copy(org,apache,openjpa,kernel,FetchConfiguration);1;62024;;0;61629;99,3631497485
org,apache,openjpa,kernel,FetchConfigurationImpl,getCacheRetrieveMode();1;395;;;org,apache,openjpa,jdbc,kernel,SelectResultObjectProvider,close();1;172247;;0;171852;99,770678154
org,apache,openjpa,kernel,QueryImpl,decorateResultList(org,apache,openjpa,lib,rop,ResultList);1;1185;;;org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,cache(org,apache,openjpa,kernel,PreparedQuery);1;22518;;0;21333;94,7375432987
org,apache,openjpa,jdbc,kernel,JDBCStoreManager$RefCountConnection,ref();1;0;;;org,apache,openjpa,kernel,FetchConfigurationImpl,setQueryCacheEnabled(boolean);1;0;;0;0;#VALEUR !
org,apache,openjpa,jdbc,sql,AbstractResult,close();1;1975;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getCacheRetrieveMode();1;0;;0;-1975;#VALEUR !
org,apache,openjpa,lib,jdbc,DelegatingResultSet,close();1;35160;;;org,apache,openjpa,kernel,QueryImpl,decorateResultList(org,apache,openjpa,lib,rop,ResultList);1;790;;0;-34370;-4350,6329113924
org,apache,openjpa,jdbc,kernel,SelectResultObjectProvider,getSelect();1;395;;;org,apache,openjpa,jdbc,kernel,JDBCStoreManager$RefCountConnection,ref();1;395;;0;0;0
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalProjections(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,java,util,Map);1;17777;;;org,apache,openjpa,jdbc,sql,AbstractResult,close();1;1976;;0;-15801;-799,6457489879
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,addRoot(org,apache,openjpa,persistence,criteria,RootImpl);1;5531;;;org,apache,openjpa,lib,jdbc,DelegatingResultSet,close();1;32000;;0;26469;82,715625
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,extractSelectExecutor(java,lang,Object);1;24889;;;org,apache,openjpa,jdbc,kernel,SelectResultObjectProvider,getSelect();1;395;;0;-24494;-6201,0126582279
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getThreadLocalSelect(org,apache,openjpa,jdbc,sql,Select);1;395;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalProjections(org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,kernel,exps,ExpressionFactory,org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,java,util,Map);1;23704;;0;23309;98,3336145798
org,apache,openjpa,kernel,AbstractStoreQuery,setContext(org,apache,openjpa,kernel,QueryContext);1;395;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,addRoot(org,apache,openjpa,persistence,criteria,RootImpl);1;6321;;0;5926;93,7509887676
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,isUsingFieldStrategy(org,apache,openjpa,kernel,exps,QueryExpressions);1;5136;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,extractSelectExecutor(java,lang,Object);1;39507;;0;34371;86,9997721923
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getFetchDirection();1;0;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getThreadLocalSelect(org,apache,openjpa,jdbc,sql,Select);1;395;;0;395;100
org,apache,openjpa,jdbc,sql,SelectImpl,ctx();1;0;;;org,apache,openjpa,kernel,AbstractStoreQuery,setContext(org,apache,openjpa,kernel,QueryContext);1;395;;0;395;100
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getResultSetType();1;395;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,isUsingFieldStrategy(org,apache,openjpa,kernel,exps,QueryExpressions);1;5531;;0;5136;92,8584342795
org,apache,openjpa,jdbc,kernel,exps,SelectConstructor,newSelect(org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,jdbc,sql,Select,java,lang,String,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState);1;62815;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getFetchDirection();1;395;;0;-62420;-15802,5316455696
org,apache,openjpa,jdbc,sql,SelectImpl,executeQuery(java,sql,Connection,java,sql,PreparedStatement,org,apache,openjpa,jdbc,sql,SQLBuffer,boolean,org,apache,openjpa,jdbc,kernel,JDBCStore);1;336198;;;org,apache,openjpa,jdbc,sql,SelectImpl,ctx();1;395;;0;-335803;-85013,417721519
org,apache,openjpa,persistence,criteria,CriteriaBuilderImpl,setMetaModel(org,apache,openjpa,persistence,meta,MetamodelImpl);1;395;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getResultSetType();1;395;;0;0;0
org,apache,openjpa,kernel,QueryImpl,isInMemory(int);1;10272;;;org,apache,openjpa,jdbc,kernel,exps,SelectConstructor,newSelect(org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,jdbc,sql,Select,java,lang,String,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState);1;79802;;0;69530;87,1281421518
org,apache,openjpa,jdbc,sql,DBDictionary,getFullName(org,apache,openjpa,jdbc,schema,Table,boolean);1;23703;;;org,apache,openjpa,jdbc,sql,SelectImpl,executeQuery(java,sql,Connection,java,sql,PreparedStatement,org,apache,openjpa,jdbc,sql,SQLBuffer,boolean,org,apache,openjpa,jdbc,kernel,JDBCStore);1;196346;;0;172643;87,9279435283
org,apache,openjpa,jdbc,sql,LogicalUnion,newUnionSelect(org,apache,openjpa,jdbc,sql,SelectImpl,int);1;1975;;;org,apache,openjpa,persistence,criteria,CriteriaBuilderImpl,setMetaModel(org,apache,openjpa,persistence,meta,MetamodelImpl);1;395;;0;-1580;-400
org,apache,openjpa,jdbc,kernel,exps,SelectConstructor,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,jdbc,meta,ClassMapping,boolean,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState,int);1;286025;;;org,apache,openjpa,kernel,QueryImpl,isInMemory(int);1;16197;;0;-269828;-1665,9134407606
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,toString();1;50568;;;org,apache,openjpa,jdbc,sql,DBDictionary,getFullName(org,apache,openjpa,jdbc,schema,Table,boolean);1;32395;;0;-18173;-56,0981632968
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator,newLoggingConnection(java,sql,Connection);1;1185;;;org,apache,openjpa,jdbc,sql,LogicalUnion,newUnionSelect(org,apache,openjpa,jdbc,sql,SelectImpl,int);1;2766;;0;1581;57,15835141
org,apache,openjpa,kernel,AbstractStoreQuery,requiresParameterDeclarations();1;0;;;org,apache,openjpa,jdbc,kernel,exps,SelectConstructor,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,jdbc,meta,ClassMapping,boolean,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState,int);1;437728;;0;437728;100
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,isUsingExternalizedParameter(org,apache,openjpa,kernel,exps,QueryExpressions);1;10667;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,toString();1;53728;;0;43061;80,146292436
org,apache,openjpa,kernel,FetchConfigurationImpl,setCacheRetrieveMode(org,apache,openjpa,kernel,DataCacheRetrieveMode);1;395;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator,newLoggingConnection(java,sql,Connection);1;1580;;0;1185;75
org,apache,openjpa,persistence,AbstractQuery,getParameterValues();1;19753;;;org,apache,openjpa,kernel,AbstractStoreQuery,requiresParameterDeclarations();1;395;;0;-19358;-4900,7594936709
org,apache,openjpa,kernel,exps,Context,getSelect();1;0;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,isUsingExternalizedParameter(org,apache,openjpa,kernel,exps,QueryExpressions);1;10271;;0;10271;100
org,apache,openjpa,kernel,QueryImpl,newCompilation();1;17778;;;org,apache,openjpa,kernel,FetchConfigurationImpl,setCacheRetrieveMode(org,apache,openjpa,kernel,DataCacheRetrieveMode);1;395;;0;-17383;-4400,7594936709
org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,toDBName(org,apache,openjpa,jdbc,identifier,DBIdentifier,boolean);1;13827;;;org,apache,openjpa,persistence,AbstractQuery,getParameterValues();1;18963;;0;5136;27,0843221009
org,apache,openjpa,kernel,FetchConfigurationImpl,getCacheStoreMode();1;0;;;org,apache,openjpa,kernel,exps,Context,getSelect();1;395;;0;395;100
org,apache,openjpa,lib,identifier,IdentifierUtilImpl,convertFull(org,apache,openjpa,lib,identifier,IdentifierConfiguration,java,lang,String,java,lang,String);1;4345;;;org,apache,openjpa,kernel,QueryImpl,newCompilation();1;20148;;0;15803;78,4345840778
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setIgnoreDfgForFkSelect(boolean);1;395;;;org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,toDBName(org,apache,openjpa,jdbc,identifier,DBIdentifier,boolean);1;18963;;0;18568;97,9169962559
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setJoinSyntax(int);1;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getCacheStoreMode();1;0;;0;-395;#VALEUR !
org,apache,openjpa,kernel,exps,Context,getVariables();1;0;;;org,apache,openjpa,lib,identifier,IdentifierUtilImpl,convertFull(org,apache,openjpa,lib,identifier,IdentifierConfiguration,java,lang,String,java,lang,String);1;6321;;0;6321;100
org,apache,openjpa,jdbc,sql,LogicalUnion,getSQL();1;3951;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setIgnoreDfgForFkSelect(boolean);1;0;;0;-3951;#VALEUR !
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection$LoggingPreparedStatement,executeQuery(boolean);1;318815;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setJoinSyntax(int);1;395;;0;-318420;-80612,6582278481
org,apache,openjpa,jdbc,sql,DBDictionary,toDBName(org,apache,openjpa,jdbc,identifier,DBIdentifier);1;18963;;;org,apache,openjpa,kernel,exps,Context,getVariables();1;0;;0;-18963;#VALEUR !
org,apache,openjpa,jdbc,meta,ClassMapping,getIndependentAssignableMappings();1;1581;;;org,apache,openjpa,jdbc,sql,LogicalUnion,getSQL();1;3555;;0;1974;55,5274261603
org,apache,openjpa,jdbc,sql,SelectImpl,prepareStatement(java,sql,Connection,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int,int,boolean);1;2195359;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection$LoggingPreparedStatement,executeQuery(boolean);1;179358;;0;-2016001;-1124,0095228537
org,apache,openjpa,jdbc,sql,DBDictionary,toSelect(org,apache,openjpa,jdbc,sql,Select,boolean,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;67950;;;org,apache,openjpa,jdbc,sql,DBDictionary,toDBName(org,apache,openjpa,jdbc,identifier,DBIdentifier);1;25679;;0;-42271;-164,6131079871
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getLRSSize();1;395;;;org,apache,openjpa,jdbc,meta,ClassMapping,getIndependentAssignableMappings();1;1580;;0;1185;75
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getExpressionFactory(org,apache,openjpa,meta,ClassMetaData);1;2370;;;org,apache,openjpa,jdbc,sql,SelectImpl,prepareStatement(java,sql,Connection,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int,int,boolean);1;2781630;;0;2779260;99,9147981579
org,apache,openjpa,jdbc,sql,SelectImpl,newSelects();1;0;;;org,apache,openjpa,jdbc,sql,DBDictionary,toSelect(org,apache,openjpa,jdbc,sql,Select,boolean,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;94420;;0;94420;100
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,renderFetches(java,lang,StringBuilder,java,util,Set);1;395;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getLRSSize();1;0;;0;-395;#VALEUR !
org,apache,openjpa,kernel,FetchConfigurationImpl,clearFields();1;1580;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,getExpressionFactory(org,apache,openjpa,meta,ClassMetaData);1;2370;;0;790;33,3333333333
org,apache,openjpa,lib,jdbc,DelegatingConnection,prepareStatement(java,lang,String);1;2183902;;;org,apache,openjpa,jdbc,sql,SelectImpl,newSelects();1;395;;0;-2183507;-552786,582278481
org,apache,openjpa,jdbc,sql,SelectImpl,addJoinClassConditions();1;395;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,renderFetches(java,lang,StringBuilder,java,util,Set);1;395;;0;0;0
org,apache,openjpa,jdbc,sql,SelectImpl,setJoinSyntax(int);1;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,clearFields();1;1975;;0;1580;80
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalResultShape(org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;22519;;;org,apache,openjpa,lib,jdbc,DelegatingConnection,prepareStatement(java,lang,String);1;2764248;;0;2741729;99,1853480585
org,apache,openjpa,jdbc,sql,SelectImpl,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping,int,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int,org,apache,openjpa,jdbc,sql,Joins,boolean);1;276939;;;org,apache,openjpa,jdbc,sql,SelectImpl,addJoinClassConditions();1;395;;0;-276544;-70011,1392405063
org,apache,openjpa,jdbc,meta,strats,PrimitiveFieldStrategy,supportsSelect(org,apache,openjpa,jdbc,sql,Select,int,org,apache,openjpa,kernel,OpenJPAStateManager,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,setJoinSyntax(int);1;396;;0;1;0,2525252525
org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,getStatistics();1;0;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,evalResultShape(org,apache,openjpa,persistence,criteria,CriteriaQueryImpl);1;21334;;0;21334;100
org,apache,openjpa,jdbc,sql,SelectImpl,getHaving();1;0;;;org,apache,openjpa,jdbc,sql,SelectImpl,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping,int,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int,org,apache,openjpa,jdbc,sql,Joins,boolean);1;424297;;0;424297;100
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,logTime(long);1;3950;;;org,apache,openjpa,jdbc,meta,strats,PrimitiveFieldStrategy,supportsSelect(org,apache,openjpa,jdbc,sql,Select,int,org,apache,openjpa,kernel,OpenJPAStateManager,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;395;;0;-3555;-900
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getSubclassFetchMode();1;395;;;org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,getStatistics();1;395;;0;0;0
org,apache,openjpa,jdbc,sql,DBDictionary,toOperation(java,lang,String,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,boolean,long,long,java,lang,String,boolean);1;6716;;;org,apache,openjpa,jdbc,sql,SelectImpl,getHaving();1;0;;0;-6716;#VALEUR !
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,populateUnion(org,apache,openjpa,jdbc,sql,Union,org,apache,openjpa,jdbc,meta,ClassMapping[],boolean,org,apache,openjpa,kernel,exps,ExpressionFactory[],org,apache,openjpa,kernel,exps,QueryExpressions[],org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState[],org,apache,openjpa,jdbc,kernel,exps,ExpContext,boolean,int,long,long);1;304592;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,logTime(long);1;1976;;0;-302616;-15314,5748987854
org,apache,openjpa,kernel,AbstractStoreQuery,getContext();1;0;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getSubclassFetchMode();1;395;;0;395;100
org,apache,openjpa,kernel,QueryImpl,getAccessPathMetaDatas();1;3950;;;org,apache,openjpa,jdbc,sql,DBDictionary,toOperation(java,lang,String,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,boolean,long,long,java,lang,String,boolean);1;12246;;0;8296;67,7445696554
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getQueryExpressions(org,apache,openjpa,kernel,exps,ExpressionFactory);1;809482;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,populateUnion(org,apache,openjpa,jdbc,sql,Union,org,apache,openjpa,jdbc,meta,ClassMapping[],boolean,org,apache,openjpa,kernel,exps,ExpressionFactory[],org,apache,openjpa,kernel,exps,QueryExpressions[],org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState[],org,apache,openjpa,jdbc,kernel,exps,ExpContext,boolean,int,long,long);1;472494;;0;-336988;-71,3211173052
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,select(javax,persistence,criteria,Selection);1;1185;;;org,apache,openjpa,kernel,AbstractStoreQuery,getContext();1;395;;0;-790;-200
org,apache,openjpa,jdbc,meta,strats,AbstractFieldStrategy,isEagerSelectToMany();1;0;;;org,apache,openjpa,kernel,QueryImpl,getAccessPathMetaDatas();1;5925;;0;5925;100
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setLRSSize(int);1;0;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getQueryExpressions(org,apache,openjpa,kernel,exps,ExpressionFactory);1;1199408;;0;1199408;100
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getJoins();1;395;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,select(javax,persistence,criteria,Selection);1;1185;;0;790;66,6666666667
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getAlias(javax,persistence,criteria,Selection);1;6716;;;org,apache,openjpa,jdbc,meta,strats,AbstractFieldStrategy,isEagerSelectToMany();1;395;;0;-6321;-1600,253164557
org,apache,openjpa,kernel,FetchConfigurationImpl,getFlushBeforeQueries();1;0;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setLRSSize(int);1;0;;0;0;#VALEUR !
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection$LoggingPreparedStatement,clearLogParameters(boolean);1;395;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getJoins();1;395;;0;0;0
org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator$ConfiguringConnection,prepareStatement(java,lang,String,boolean);1;2176396;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getAlias(javax,persistence,criteria,Selection);1;15408;;0;-2160988;-14025,1038421599
org,apache,openjpa,kernel,QueryImpl,setIgnoreChanges(boolean);1;3160;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getFlushBeforeQueries();1;396;;0;-2764;-697,9797979798
org,apache,openjpa,kernel,FetchConfigurationImpl,setCacheStoreMode(org,apache,openjpa,kernel,DataCacheStoreMode);1;395;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection$LoggingPreparedStatement,clearLogParameters(boolean);1;395;;0;0;0
org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator,decorate(java,sql,Connection);1;5531;;;org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator$ConfiguringConnection,prepareStatement(java,lang,String,boolean);1;2757136;;0;2751605;99,7993932835
org,apache,openjpa,kernel,QueryImpl$RemoveOnCloseResultList,hashCode();1;1581;;;org,apache,openjpa,kernel,QueryImpl,setIgnoreChanges(boolean);1;4741;;0;3160;66,6526049357
org,apache,openjpa,jdbc,sql,SelectImpl,hasMultipleSelects();1;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,setCacheStoreMode(org,apache,openjpa,kernel,DataCacheStoreMode);1;0;;0;-395;#VALEUR !
org,apache,openjpa,persistence,AbstractQuery,getDeclaredParameters();1;16197;;;org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator,decorate(java,sql,Connection);1;9482;;0;-6715;-70,8183927441
org,apache,openjpa,jdbc,sql,SelectImpl,getSelectAliases();1;2766;;;org,apache,openjpa,kernel,QueryImpl$RemoveOnCloseResultList,hashCode();1;1185;;0;-1581;-133,417721519
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setFetchDirection(int);1;0;;;org,apache,openjpa,jdbc,sql,SelectImpl,hasMultipleSelects();1;396;;0;396;100
org,apache,openjpa,kernel,exps,Context,getSchemas();1;0;;;org,apache,openjpa,persistence,AbstractQuery,getDeclaredParameters();1;15407;;0;15407;100
org,apache,openjpa,jdbc,sql,SQLBuffer,prepareStatement(java,sql,Connection,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int,int);1;2191803;;;org,apache,openjpa,jdbc,sql,SelectImpl,getSelectAliases();1;3555;;0;-2188248;-61554,0928270042
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,renderRoots(java,lang,StringBuilder,java,util,Collection);1;18173;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setFetchDirection(int);1;0;;0;-18173;#VALEUR !
