OpenJPA 2,3,0 openjpa land;;;;;OpenJPA 2,4,1 openjpa land;;;;;diff;Diff (%)
org,apache,openjpa,kernel,exps,AbstractExpressionVisitor,exit(org,apache,openjpa,kernel,exps,Expression);4;790;;;org,apache,openjpa,kernel,exps,AbstractExpressionVisitor,exit(org,apache,openjpa,kernel,exps,Expression);4;395;;0;-395;-100
org,apache,openjpa,jdbc,sql,DBDictionary,getConversionKey();3;790;;;org,apache,openjpa,jdbc,sql,DBDictionary,getConversionKey();3;790;;0;0;0
org,apache,openjpa,jdbc,sql,DBDictionary,delimitAll();3;395;;;org,apache,openjpa,jdbc,sql,DBDictionary,delimitAll();3;791;;0;396;50,0632111252
org,apache,openjpa,kernel,FetchConfigurationImpl,getFetchBatchSize();3;1185;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getFetchBatchSize();3;1975;;0;790;40
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,collectParameters(org,apache,openjpa,persistence,criteria,CriteriaExpressionVisitor);3;1185;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,collectParameters(org,apache,openjpa,persistence,criteria,CriteriaExpressionVisitor);3;1580;;0;395;25
org,apache,openjpa,kernel,FetchConfigurationImpl,getHint(java,lang,String);3;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getHint(java,lang,String);3;790;;0;395;50
org,apache,openjpa,jdbc,sql,SelectImpl,getJoins(org,apache,openjpa,jdbc,sql,Joins,boolean);3;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,getJoins(org,apache,openjpa,jdbc,sql,Joins,boolean);3;1580;;0;1185;75
org,apache,openjpa,jdbc,sql,SelectImpl,getEager(org,apache,openjpa,jdbc,meta,FieldMapping);3;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,getEager(org,apache,openjpa,jdbc,meta,FieldMapping);3;790;;0;395;50
org,apache,openjpa,lib,jdbc,DelegatingConnection,prepareStatement(java,lang,String,boolean);3;6494027;;;org,apache,openjpa,lib,jdbc,DelegatingConnection,prepareStatement(java,lang,String,boolean);3;8244941;;0;1750914;21,2362223089
org,apache,openjpa,jdbc,sql,SelectImpl,toAlias(int);3;396;;;org,apache,openjpa,jdbc,sql,SelectImpl,toAlias(int);3;395;;0;-1;-0,253164557
org,apache,openjpa,jdbc,identifier,Normalizer,getNamingConfiguration();3;1581;;;org,apache,openjpa,jdbc,identifier,Normalizer,getNamingConfiguration();3;1976;;0;395;19,9898785425
org,apache,openjpa,kernel,FetchConfigurationImpl,verifyDefaultPUFetchGroups();3;3950;;;org,apache,openjpa,kernel,FetchConfigurationImpl,verifyDefaultPUFetchGroups();3;2766;;0;-1184;-42,8054953001
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getIgnoreDfgForFkSelect();3;791;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getIgnoreDfgForFkSelect();3;790;;0;-1;-0,1265822785
org,apache,openjpa,jdbc,meta,ClassMapping,getMappedPCSubclassMappings();3;1580;;;org,apache,openjpa,jdbc,meta,ClassMapping,getMappedPCSubclassMappings();3;3556;;0;1976;55,5680539933
org,apache,openjpa,jdbc,identifier,DefaultIdentifierConfiguration,getConversionKey();3;790;;;org,apache,openjpa,jdbc,identifier,DefaultIdentifierConfiguration,getConversionKey();3;395;;0;-395;-100
org,apache,openjpa,jdbc,kernel,exps,HasContainsExpressionVisitor,hasContains(org,apache,openjpa,kernel,exps,Expression);3;29235;;;org,apache,openjpa,jdbc,kernel,exps,HasContainsExpressionVisitor,hasContains(org,apache,openjpa,kernel,exps,Expression);3;38322;;0;9087;23,7122279631
org,apache,openjpa,kernel,FetchConfigurationImpl,lock();3;791;;;org,apache,openjpa,kernel,FetchConfigurationImpl,lock();3;395;;0;-396;-100,253164557
org,apache,openjpa,persistence,meta,Types$Entity,getName();3;395;;;org,apache,openjpa,persistence,meta,Types$Entity,getName();3;1186;;0;791;66,694772344
org,apache,openjpa,persistence,criteria,FromImpl,getJoins();3;3161;;;org,apache,openjpa,persistence,criteria,FromImpl,getJoins();3;2765;;0;-396;-14,321880651
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator,access$100(org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator);3;395;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator,access$100(org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator);3;395;;0;0;0
org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,setQueryTimeout(int);3;2371;;;org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,setQueryTimeout(int);3;1580;;0;-791;-50,0632911392
org,apache,openjpa,kernel,FetchConfigurationImpl,unlock();3;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,unlock();3;0;;0;-395;#VALEUR !
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getEager(org,apache,openjpa,jdbc,meta,FieldMapping);3;1975;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getEager(org,apache,openjpa,jdbc,meta,FieldMapping);3;2371;;0;396;16,7018135808
org,apache,openjpa,jdbc,meta,FieldMapping,getEagerFetchMode();3;0;;;org,apache,openjpa,jdbc,meta,FieldMapping,getEagerFetchMode();3;395;;0;395;100
org,apache,openjpa,jdbc,meta,FieldMapping,supportsSelect(org,apache,openjpa,jdbc,sql,Select,int,org,apache,openjpa,kernel,OpenJPAStateManager,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);3;5926;;;org,apache,openjpa,jdbc,meta,FieldMapping,supportsSelect(org,apache,openjpa,jdbc,sql,Select,int,org,apache,openjpa,kernel,OpenJPAStateManager,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);3;9087;;0;3161;34,7859579619
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,isAggregate(org,apache,openjpa,kernel,StoreQuery);3;3556;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,isAggregate(org,apache,openjpa,kernel,StoreQuery);3;5531;;0;1975;35,7078286024
org,apache,openjpa,jdbc,sql,SelectImpl,getFromSelect();3;0;;;org,apache,openjpa,jdbc,sql,SelectImpl,getFromSelect();3;790;;0;790;100
org,apache,openjpa,persistence,criteria,FromImpl,getFetches();3;1580;;;org,apache,openjpa,lib,jdbc,DelegatingConnection,getAutoCommit();2;3952;;-1;2372;60,020242915
org,apache,openjpa,lib,jdbc,DelegatingConnection,getAutoCommit();2;2370;;;org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,get(java,lang,String);2;21729;;0;19359;89,0929172995
org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,get(java,lang,String);2;18568;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,supportsDataStoreExecution();2;790;;0;-17778;-2250,3797468355
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,supportsDataStoreExecution();2;790;;;org,apache,openjpa,jdbc,meta,Discriminator,getSubclassesLoaded();2;1185;;0;395;33,3333333333
org,apache,openjpa,jdbc,meta,Discriminator,getSubclassesLoaded();2;790;;;org,apache,openjpa,kernel,QueryImpl,compileForDataStore(org,apache,openjpa,kernel,QueryImpl$Compilation);2;1237333;;0;1236543;99,936153
org,apache,openjpa,kernel,QueryImpl,compileForDataStore(org,apache,openjpa,kernel,QueryImpl$Compilation);2;842667;;;org,apache,openjpa,kernel,exps,QueryExpressions,getParameterizedFields();2;12247;;0;-830420;-6780,5993304483
org,apache,openjpa,kernel,exps,QueryExpressions,getParameterizedFields();2;12247;;;org,apache,openjpa,kernel,exps,QueryExpressions$ParameterExpressionVisitor,collectParameterizedFields(org,apache,openjpa,kernel,exps,Expression);2;9482;;0;-2765;-29,1605146594
org,apache,openjpa,kernel,exps,QueryExpressions$ParameterExpressionVisitor,collectParameterizedFields(org,apache,openjpa,kernel,exps,Expression);2;9481;;;org,apache,openjpa,kernel,QueryImpl,isUnique();2;11851;;0;2370;19,9983123787
org,apache,openjpa,kernel,QueryImpl,isUnique();2;7902;;;org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,getSelectConstructor();2;790;;0;-7112;-900,253164557
org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,getSelectConstructor();2;0;;;org,apache,openjpa,jdbc,schema,Column,getIdentifier();2;0;;0;0;#VALEUR !
org,apache,openjpa,jdbc,schema,Column,getIdentifier();2;0;;;org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,wrapResult(java,sql,ResultSet,boolean);2;1185;;0;1185;100
org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,wrapResult(java,sql,ResultSet,boolean);2;1975;;;org,apache,openjpa,jdbc,sql,SelectImpl$Selects$1,get(int);2;3951;;0;1976;50,012655024
org,apache,openjpa,jdbc,sql,SelectImpl$Selects$1,get(int);2;2765;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getOrderList();2;2371;;0;-394;-16,6174609869
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getOrderList();2;1975;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator,access$200(org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator);2;395;;0;-1580;-400
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator,access$200(org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator);2;790;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getResultType();2;791;;0;1;0,1264222503
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getResultType();2;0;;;org,apache,openjpa,jdbc,schema,Column,isXML();2;790;;0;790;100
org,apache,openjpa,jdbc,schema,Column,isXML();2;0;;;org,apache,openjpa,kernel,DelegatingBroker,getConfiguration();2;1185;;0;1185;100
org,apache,openjpa,kernel,DelegatingBroker,getConfiguration();2;1185;;;org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,close();2;64791;;0;63606;98,1710422744
org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,close();2;74272;;;org,apache,commons,collections,map,AbstractReferenceMap,init();2;1185;;0;-73087;-6167,6793248945
org,apache,commons,collections,map,AbstractReferenceMap,init();2;1185;;;org,apache,openjpa,jdbc,sql,SelectImpl,setLRS(boolean);2;790;;0;-395;-50
org,apache,openjpa,jdbc,sql,SelectImpl,setLRS(boolean);2;0;;;org,apache,openjpa,jdbc,sql,SelectImpl,isGrouping();2;790;;0;790;100
org,apache,openjpa,jdbc,sql,SelectImpl,isGrouping();2;790;;;org,apache,openjpa,jdbc,sql,SelectImpl,getJoins();2;790;;0;0;0
org,apache,openjpa,jdbc,sql,SelectImpl,getJoins();2;395;;;org,apache,openjpa,kernel,QueryLanguages,parserForLanguage(java,lang,String);2;1185;;0;790;66,6666666667
org,apache,openjpa,kernel,QueryLanguages,parserForLanguage(java,lang,String);2;1185;;;org,apache,commons,collections,set,MapBackedSet,add(java,lang,Object);2;50172;;0;48987;97,6381248505
org,apache,openjpa,persistence,criteria,CriteriaBuilderImpl,createQuery(java,lang,Class);2;3952;;;org,apache,openjpa,persistence,criteria,CriteriaBuilderImpl,createQuery(java,lang,Class);2;6322;;0;2370;37,4881366656
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getRegisteredValue(javax,persistence,criteria,Selection);2;395;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getRegisteredValue(javax,persistence,criteria,Selection);2;1580;;0;1185;75
org,apache,openjpa,jdbc,sql,SelectImpl,setAutoDistinct(boolean);2;396;;;org,apache,openjpa,jdbc,sql,SelectImpl,setAutoDistinct(boolean);2;790;;0;394;49,8734177215
org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,executeQuery(boolean);2;613137;;;org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,executeQuery(boolean);2;342519;;0;-270618;-79,0081718094
org,apache,openjpa,kernel,QueryImpl,assertNotSerialized();2;395;;;org,apache,openjpa,kernel,QueryImpl,assertNotSerialized();2;790;;0;395;50
org,apache,openjpa,kernel,QueryImpl,getFetchConfiguration();2;395;;;org,apache,openjpa,kernel,QueryImpl,getFetchConfiguration();2;395;;0;0;0
org,apache,openjpa,kernel,QueryImpl,getQueryString();2;791;;;org,apache,openjpa,kernel,QueryImpl,getQueryString();2;395;;0;-396;-100,253164557
org,apache,openjpa,jdbc,sql,SQLBuffer,resolveSubselects();2;0;;;org,apache,openjpa,jdbc,sql,SQLBuffer,resolveSubselects();2;395;;0;395;100
org,apache,openjpa,lib,util,OrderedMap,entrySet();2;1185;;;org,apache,openjpa,lib,util,OrderedMap,entrySet();2;1580;;0;395;25
org,apache,openjpa,lib,jdbc,DelegatingDataSource,getConnection(java,lang,String,java,lang,String);2;936691;;;org,apache,openjpa,lib,jdbc,DelegatingDataSource,getConnection(java,lang,String,java,lang,String);2;1509531;;0;572840;37,9482104044
org,apache,openjpa,lib,util,ReferenceHashSet,add(java,lang,Object);2;56098;;;org,apache,openjpa,lib,util,ReferenceHashSet,add(java,lang,Object);2;54123;;0;-1975;-3,6490955786
org,apache,openjpa,jdbc,schema,Table,getQualifiedPath();2;395;;;org,apache,openjpa,jdbc,schema,Table,getQualifiedPath();2;1185;;0;790;66,6666666667
org,apache,openjpa,kernel,exps,Context,getSubselContexts();2;395;;;org,apache,openjpa,kernel,exps,Context,getSubselContexts();2;0;;0;-395;#VALEUR !
org,apache,openjpa,jdbc,sql,SelectImpl,isAggregate();2;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,isAggregate();2;1185;;0;790;66,6666666667
org,apache,openjpa,jdbc,sql,SelectImpl,getColumnAlias(org,apache,openjpa,jdbc,schema,Column,org,apache,openjpa,jdbc,sql,PathJoins);2;80987;;;org,apache,openjpa,jdbc,sql,SelectImpl,getColumnAlias(org,apache,openjpa,jdbc,schema,Column,org,apache,openjpa,jdbc,sql,PathJoins);2;121679;;0;40692;33,442089432
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,setLRS(boolean);2;2765;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,setLRS(boolean);2;3555;;0;790;22,2222222222
org,apache,openjpa,jdbc,sql,SQLBuffer,getSQL();2;5926;;;org,apache,openjpa,jdbc,sql,SQLBuffer,getSQL();2;7900;;0;1974;24,9873417722
org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,toDBName(java,lang,String,java,lang,String,boolean);2;7901;;;org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,toDBName(java,lang,String,java,lang,String,boolean);2;16197;;0;8296;51,2193616102
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,renderJoins(java,lang,StringBuilder,java,util,Collection);2;1580;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,renderJoins(java,lang,StringBuilder,java,util,Collection);2;1185;;0;-395;-33,3333333333
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getEagerFetchMode();2;395;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getEagerFetchMode();2;791;;0;396;50,0632111252
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getRoot();2;3556;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getRoot();2;5135;;0;1579;30,7497565725
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getOrderedParameterTypes(org,apache,openjpa,kernel,StoreQuery);2;2370;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getOrderedParameterTypes(org,apache,openjpa,kernel,StoreQuery);2;3160;;0;790;25
org,apache,openjpa,lib,jdbc,DelegatingConnection,close();2;201087;;;org,apache,openjpa,lib,jdbc,DelegatingConnection,close();2;160396;;0;-40691;-25,3690865109
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getRegisteredRootVariable(javax,persistence,criteria,Root);2;1975;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getRegisteredRootVariable(javax,persistence,criteria,Root);2;1580;;0;-395;-25
org,apache,openjpa,jdbc,sql,SQLBuffer,append(org,apache,openjpa,jdbc,sql,SQLBuffer,int,int,boolean,boolean);2;1185;;;org,apache,openjpa,jdbc,sql,SQLBuffer,append(org,apache,openjpa,jdbc,sql,SQLBuffer,int,int,boolean,boolean);2;2370;;0;1185;50
org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,isCachable(java,lang,String);2;11458;;;org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,isCachable(java,lang,String);2;14221;;0;2763;19,4290134308
org,apache,openjpa,jdbc,sql,SelectImpl,isLRS();2;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,isLRS();2;790;;0;395;50
org,apache,openjpa,jdbc,sql,SQLBuffer,getSQL(boolean);2;3161;;;org,apache,openjpa,jdbc,sql,SQLBuffer,getSQL(boolean);2;5135;;0;1974;38,4420642648
org,apache,openjpa,jdbc,sql,SelectImpl,findAlias(org,apache,openjpa,jdbc,schema,Table,java,lang,Object);2;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,findAlias(org,apache,openjpa,jdbc,schema,Table,java,lang,Object);2;790;;0;395;50
org,apache,openjpa,jdbc,sql,SelectImpl$Selects,setAlias(java,lang,Object,java,lang,Object,boolean);2;1976;;;org,apache,openjpa,jdbc,sql,SelectImpl$Selects,setAlias(java,lang,Object,java,lang,Object,boolean);2;1581;;0;-395;-24,9841872233
org,apache,openjpa,jdbc,schema,Table,getFullIdentifier();2;4346;;;org,apache,openjpa,jdbc,schema,Table,getFullIdentifier();2;3950;;0;-396;-10,0253164557
org,apache,openjpa,lib,jdbc,DataSourceLogs,isSQLEnabled();2;1580;;;org,apache,openjpa,lib,jdbc,DataSourceLogs,isSQLEnabled();2;790;;0;-790;-100
org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,convertAlias(java,lang,String);2;2371;;;org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,convertAlias(java,lang,String);2;3160;;0;789;24,9683544304
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,renderList(java,lang,StringBuilder,java,lang,String,java,util,Collection);2;1185;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,renderList(java,lang,StringBuilder,java,lang,String,java,util,Collection);2;1185;;0;0;0
org,apache,openjpa,jdbc,sql,SelectImpl,getTableIndex(org,apache,openjpa,jdbc,schema,Table,org,apache,openjpa,jdbc,sql,PathJoins,boolean);2;48592;;;org,apache,openjpa,jdbc,sql,SelectImpl,getTableIndex(org,apache,openjpa,jdbc,schema,Table,org,apache,openjpa,jdbc,sql,PathJoins,boolean);2;62420;;0;13828;22,1531560397
org,apache,openjpa,jdbc,sql,LogicalUnion,getSelects();2;395;;;org,apache,openjpa,jdbc,sql,LogicalUnion,getSelects();2;395;;0;0;0
org,apache,openjpa,lib,identifier,IdentifierRule,getName();2;0;;;org,apache,openjpa,lib,identifier,IdentifierRule,getName();2;790;;0;790;100
org,apache,openjpa,kernel,QueryImpl,assertNotReadOnly();2;395;;;org,apache,openjpa,kernel,QueryImpl,assertNotReadOnly();2;790;;0;395;50
org,apache,openjpa,persistence,criteria,SelectionImpl,getJavaType();2;395;;;org,apache,openjpa,persistence,criteria,SelectionImpl,getJavaType();2;395;;0;0;0
org,apache,openjpa,persistence,EntityManagerImpl,getPreparedQueryCache();2;18962;;;org,apache,openjpa,persistence,EntityManagerImpl,getPreparedQueryCache();2;21729;;0;2767;12,7341341065
org,apache,openjpa,jdbc,kernel,exps,HasContainsExpressionVisitor,enter(org,apache,openjpa,kernel,exps,Expression);2;395;;;org,apache,openjpa,jdbc,kernel,exps,HasContainsExpressionVisitor,enter(org,apache,openjpa,kernel,exps,Expression);2;1185;;0;790;66,6666666667
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getJoinSyntax();2;395;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getJoinSyntax();2;790;;0;395;50
org,apache,openjpa,lib,identifier,IdentifierUtilImpl,convert(org,apache,openjpa,lib,identifier,IdentifierConfiguration,java,lang,String,java,lang,String);2;3160;;;org,apache,openjpa,lib,identifier,IdentifierUtilImpl,convert(org,apache,openjpa,lib,identifier,IdentifierConfiguration,java,lang,String,java,lang,String);2;6715;;0;3555;52,9411764706
org,apache,openjpa,persistence,criteria,RootImpl,asValue(org,apache,openjpa,persistence,criteria,AliasContext);2;13036;;;org,apache,openjpa,persistence,criteria,RootImpl,asValue(org,apache,openjpa,persistence,criteria,AliasContext);2;12246;;0;-790;-6,4510860689
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getParent();2;0;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getParent();2;395;;0;395;100
org,apache,openjpa,persistence,EntityManagerImpl,getConfiguration();2;3555;;;org,apache,openjpa,persistence,EntityManagerImpl,getConfiguration();2;5136;;0;1581;30,7827102804
org,apache,openjpa,kernel,DelegatingBroker,getCachePreparedQuery();2;7902;;;org,apache,openjpa,kernel,DelegatingBroker,getCachePreparedQuery();2;8297;;0;395;4,7607569001
org,apache,openjpa,kernel,FetchConfigurationImpl,getQueryTimeout();2;790;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getQueryTimeout();2;790;;0;0;0
org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator,access$000(org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator);2;395;;;org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator,access$000(org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator);2;395;;0;0;0
org,apache,openjpa,jdbc,sql,DBDictionary,getDefaultIdentifierRule();2;0;;;org,apache,openjpa,jdbc,sql,DBDictionary,getDefaultIdentifierRule();2;790;;0;790;100
org,apache,openjpa,jdbc,sql,SelectImpl,getColumnAlias(java,lang,String,org,apache,openjpa,jdbc,schema,Table,org,apache,openjpa,jdbc,sql,PathJoins);2;69531;;;org,apache,openjpa,jdbc,sql,SelectImpl,getColumnAlias(java,lang,String,org,apache,openjpa,jdbc,schema,Table,org,apache,openjpa,jdbc,sql,PathJoins);2;100741;;0;31210;30,9804349768
org,apache,openjpa,kernel,ExpressionStoreQuery,setQuery(java,lang,Object);2;790;;;org,apache,openjpa,kernel,ExpressionStoreQuery,setQuery(java,lang,Object);2;395;;0;-395;-100
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getGroupList();2;1975;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getGroupList();2;3161;;0;1186;37,519772224
org,apache,commons,collections,map,AbstractHashedMap,calculateThreshold(int,float);2;0;;;org,apache,commons,collections,map,AbstractHashedMap,calculateThreshold(int,float);2;395;;0;395;100
org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,toDBName(java,lang,String,boolean);2;11852;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl$1,initialValue();2;3161;;0;-8691;-274,9446377729
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,extractImplementation(org,apache,openjpa,jdbc,sql,SelectExecutor);2;5530;;;org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,toDBName(java,lang,String,boolean);2;24890;;0;19360;77,7822418642
org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,toDBName(java,lang,String);2;13037;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,extractImplementation(org,apache,openjpa,jdbc,sql,SelectExecutor);2;4741;;0;-8296;-174,9841805526
org,apache,openjpa,jdbc,sql,SelectImpl,getStartIndex();2;1580;;;org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,toDBName(java,lang,String);2;26470;;0;24890;94,0309784662
org,apache,openjpa,jdbc,sql,SelectImpl,getEndIndex();2;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,getStartIndex();2;1976;;0;1581;80,0101214575
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getProjectionAliases(org,apache,openjpa,kernel,StoreQuery);2;2370;;;org,apache,openjpa,jdbc,sql,SelectImpl,getEndIndex();2;395;;0;-1975;-500
org,apache,commons,collections,map,AbstractReferenceMap,createEntry(org,apache,commons,collections,map,AbstractHashedMap$HashEntry,int,java,lang,Object,java,lang,Object);2;7901;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getProjectionAliases(org,apache,openjpa,kernel,StoreQuery);2;3160;;0;-4741;-150,0316455696
org,apache,openjpa,jdbc,sql,SQLBuffer,append(org,apache,openjpa,jdbc,sql,SQLBuffer);2;1975;;;org,apache,commons,collections,map,AbstractReferenceMap,createEntry(org,apache,commons,collections,map,AbstractHashedMap$HashEntry,int,java,lang,Object,java,lang,Object);2;7111;;0;5136;72,2261285333
org,apache,openjpa,jdbc,sql,SelectImpl,getTableAlias(org,apache,openjpa,jdbc,schema,Table,org,apache,openjpa,jdbc,sql,PathJoins);2;51358;;;org,apache,openjpa,jdbc,sql,SQLBuffer,append(org,apache,openjpa,jdbc,sql,SQLBuffer);2;5136;;0;-46222;-899,96105919
org,apache,openjpa,kernel,exps,AbstractExpressionVisitor,enter(org,apache,openjpa,kernel,exps,Expression);2;0;;;org,apache,openjpa,jdbc,sql,SelectImpl,getTableAlias(org,apache,openjpa,jdbc,schema,Table,org,apache,openjpa,jdbc,sql,PathJoins);2;67951;;0;67951;100
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,isDistinct();2;790;;;org,apache,openjpa,kernel,exps,AbstractExpressionVisitor,enter(org,apache,openjpa,kernel,exps,Expression);2;395;;0;-395;-100
org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator,access$200(org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator);2;395;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,isDistinct();2;790;;0;395;50
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,addJoins(java,util,Collection);2;790;;;org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator,access$200(org,apache,openjpa,lib,jdbc,ConfiguringConnectionDecorator);2;395;;0;-395;-100
org,apache,openjpa,kernel,FetchConfigurationImpl,addFields(java,util,Collection);2;1975;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,addJoins(java,util,Collection);2;791;;0;-1184;-149,6839443742
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,isRegistered(javax,persistence,criteria,Selection);2;1186;;;org,apache,openjpa,kernel,FetchConfigurationImpl,addFields(java,util,Collection);2;2371;;0;1185;49,9789118515
org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,initialize(java,sql,PreparedStatement,java,sql,Connection);2;790;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,isRegistered(javax,persistence,criteria,Selection);2;1185;;0;395;33,3333333333
org,apache,openjpa,persistence,EntityManagerImpl,getCriteriaBuilder();2;9482;;;org,apache,openjpa,lib,jdbc,DelegatingPreparedStatement,initialize(java,sql,PreparedStatement,java,sql,Connection);2;790;;0;-8692;-1100,253164557
org,apache,commons,collections,map,AbstractHashedMap,calculateNewCapacity(int);2;790;;;org,apache,openjpa,persistence,EntityManagerImpl,getCriteriaBuilder();2;11852;;0;11062;93,3344583193
org,apache,openjpa,jdbc,sql,SelectImpl,select(org,apache,openjpa,jdbc,schema,Column,org,apache,openjpa,jdbc,sql,PathJoins,boolean);2;87703;;;org,apache,commons,collections,map,AbstractHashedMap,calculateNewCapacity(int);2;2371;;0;-85332;-3598,9877688739
